"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 19:32:45 GMT 2024","Sat Feb 24 19:32:49 GMT 2024","3957","Surefire suite","Surefire test","com.example.teamcity.api.AgentsAuthorizedTest","com.example.teamcity.api.AgentsAuthorizedTest","authorizeAgentTest","authorizeAgentTest",""
"failed","Sat Feb 24 19:33:18 GMT 2024","Sat Feb 24 19:33:18 GMT 2024","237","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigIdTestIncorrectSymbols","buildConfigIdTestIncorrectSymbols",""
"skipped","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigNameTestIncorrectSymbols","buildConfigNameTestIncorrectSymbols",""
"skipped","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigNameTestCorrectSymbols","buildConfigNameTestCorrectSymbols",""
"skipped","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigNameTestIncorrectSymbols","buildConfigNameTestIncorrectSymbols",""
"skipped","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigNameTestCorrectSymbols","buildConfigNameTestCorrectSymbols",""
"passed","Sat Feb 24 19:30:42 GMT 2024","Sat Feb 24 19:31:39 GMT 2024","56627","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"failed","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","27","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","afterTest","afterTest",""
"passed","Sat Feb 24 19:34:06 GMT 2024","Sat Feb 24 19:34:08 GMT 2024","1249","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigIdTestCorrectSymbols","buildConfigIdTestCorrectSymbols",""
"skipped","Sat Feb 24 19:34:15 GMT 2024","Sat Feb 24 19:34:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigNameTestCorrectSymbols","buildConfigNameTestCorrectSymbols",""
